-0.03,-0.16,1.46
0.04,-0.11,1.49
0.03,-0.13,1.64
-0.00,-0.19,1.70
-0.08,-0.22,1.53
-0.19,-0.24,1.40
-0.25,-0.23,1.36
-0.31,-0.27,1.25
-0.32,-0.22,1.06
-0.32,-0.16,1.01
-0.32,-0.11,0.94
-0.28,-0.03,0.77
-0.27,0.00,0.71
-0.28,-0.04,0.68
-0.23,0.00,0.56
-0.19,0.06,0.51
-0.19,0.08,0.51
-0.20,0.08,0.55
-0.16,0.15,0.68
0.01,0.30,0.65
0.12,0.37,0.58
0.15,0.35,0.45
0.14,0.33,0.37
0.11,0.29,0.40
0.13,0.30,0.60
0.19,0.30,0.66
0.27,0.33,0.67
0.28,0.33,0.69
0.24,0.34,0.78
0.21,0.32,0.81
0.18,0.27,0.93
0.18,0.26,0.99
0.17,0.24,1.05
0.11,0.19,1.07
-0.02,0.09,1.10
-0.08,0.06,1.08
-0.09,0.05,1.03
-0.10,0.04,1.08
-0.09,0.04,1.15
-0.09,0.04,1.11
-0.09,0.04,1.12
-0.09,0.06,1.10
-0.08,0.08,1.08
-0.03,0.12,1.02
-0.06,0.12,0.99
-0.07,0.11,0.99
-0.08,0.11,0.98
-0.09,0.11,0.97
-0.09,0.12,0.95
-0.06,0.15,0.98
-0.05,0.15,0.94
-0.05,0.14,0.95
-0.03,0.14,0.98
-0.04,0.14,0.96
-0.04,0.12,1.03
-0.04,0.12,1.02
-0.03,0.13,0.98
-0.03,0.13,0.98
-0.04,0.11,1.03
-0.07,0.10,1.03
-0.06,0.10,1.02
-0.06,0.11,1.02
-0.05,0.12,1.00
-0.05,0.12,0.99
-0.05,0.12,1.00
-0.07,0.11,0.98
-0.08,0.11,0.99
-0.07,0.12,1.01
-0.06,0.13,0.98
-0.06,0.13,0.96
-0.06,0.13,0.99
-0.08,0.11,1.01
-0.08,0.11,1.02
-0.07,0.11,0.99
-0.07,0.11,0.99
-0.06,0.11,0.99
-0.06,0.10,1.00
-0.05,0.11,1.01
-0.05,0.13,1.00
-0.06,0.12,0.99
-0.06,0.11,1.01
-0.07,0.10,1.01
-0.07,0.10,0.99
-0.06,0.12,0.98
-0.08,0.10,0.98
-0.09,0.09,0.95
-0.06,0.11,0.93
-0.04,0.11,0.91
-0.05,0.11,0.89
-0.04,0.12,0.86
-0.02,0.14,0.82
0.00,0.16,0.65
0.02,0.14,0.57
0.03,0.12,0.56
0.04,0.08,0.51
0.00,0.05,0.44
-0.13,-0.01,0.34
-0.17,-0.11,0.45
-0.14,-0.14,0.52
-0.03,-0.12,0.65
0.04,-0.09,0.74
0.03,-0.11,0.80
-0.04,-0.13,1.04
-0.03,-0.10,1.23
-0.00,-0.13,1.16
0.10,-0.05,0.96
0.29,0.17,0.92
0.35,0.21,0.90
0.22,0.14,0.91
-0.48,0.80,2.27
-0.41,-0.39,3.85
-0.84,-0.93,3.06
-0.30,-0.22,1.21
-0.22,-0.04,0.61
-0.27,-0.15,0.43
0.01,0.04,0.39
0.19,0.09,0.72
0.24,0.11,0.94
0.24,0.08,1.40
0.07,-0.17,1.39
-0.05,-0.22,1.27
-0.16,-0.15,1.06
-0.21,-0.14,0.83
-0.17,-0.12,0.81
-0.01,-0.02,0.86
0.04,-0.02,1.05
